Tournament Name,Status,Players,City,State,Raw Start Date,Start Date,is_large_tournament,is_major_tournament
5th Annual Eastern Shore Classic,Completed,46,Daphne,AL,"Apr 27, 2024",2024-04-27,False,False
Ace Pickleball Club Championship Series Event - Men's and Women's Doubles,Completed,25,Fort Wayne,IN,"Apr 27, 2024",2024-04-27,False,False
WHISPERING PINES PICKELBALL CHALLENGE,Completed,15,Port Saint Lucie,FL,"Apr 27, 2024",2024-04-27,False,False
Grip & Rip,Completed,170,Lexington,SC,"Apr 27, 2024",2024-04-27,False,False
Seacoast Pickleball Spring Tournament,Completed,171,York,ME,"Apr 27, 2024",2024-04-27,False,False
2024 GNMC Pickleball Classic Tournament,Completed,145,Beaufort,SC,"Apr 27, 2024",2024-04-27,False,False
2024 Rockin' the HOP,Completed,323,Newnan,GA,"Apr 27, 2024",2024-04-27,True,False
World Pickleball Tour Houston Challenger,Completed,122,Spring,TX,"Apr 27, 2024",2024-04-27,False,False
Spring Fling @ Prestige PBC powered by Premier Pickleball,Completed,38,Northvale,NJ,"Apr 27, 2024",2024-04-27,False,False
New Growth Project Fundraising Tournament,Completed,16,Grand Rapids,MI,"Apr 27, 2024",2024-04-27,False,False
Life Time Spring Classics Tournament,Completed,31,Bridgewater,NJ,"Apr 27, 2024",2024-04-27,False,False
North Alabama Championship Rd 1 - Presented by Chase Spitzer Exit Realty,Completed,78,Madison,AL,"Apr 27, 2024",2024-04-27,False,False
Paddles up for Mental Health,Completed,34,Easton,MD,"Apr 27, 2024",2024-04-27,False,False
2nd Annual CUP Tournament,Completed,26,Worthington,OH,"Apr 27, 2024",2024-04-27,False,False
Wittmeier Auto Center presents the 6th Annual Chico Classic benefitting True North Housing Alliance,Completed,274,Chico,CA,"Apr 27, 2024",2024-04-27,True,False
Fore Court Pickleball Spring Classic,Completed,116,Cumberland,RI,"Apr 26, 2024",2024-04-26,False,False
Pickleball & More Inaugural Tournament,Completed,128,Dartmouth,MA,"Apr 26, 2024",2024-04-26,False,False
Village Glen & Remington Tavern Spring Classic,Completed,150,Williamsville,NY,"Apr 26, 2024",2024-04-26,False,False
Paddle Palooza,Completed,178,Fargo,ND,"Apr 26, 2024",2024-04-26,False,False
Lifetime Bergen County Spring Classic,Completed,89,Montvale,NJ,"Apr 26, 2024",2024-04-26,False,False
IU Pickleball Team Fundraiser Tourney,Completed,66,Bloomington,IN,"Apr 26, 2024",2024-04-26,False,False
Life Time Shenandoah Pickleball Classic Tournament,Completed,76,Shenandoah,TX,"Apr 26, 2024",2024-04-26,False,False
Life Time Oakbrook Pickleball Classic 2024,Completed,156,Oak Brook,IL,"Apr 26, 2024",2024-04-26,False,False
Spring Classic - Commerce Life Time,Completed,78,Commerce Township,MI,"Apr 26, 2024",2024-04-26,False,False
Life Time Colorado Springs Spring Classic Pickleball Tournament,Completed,134,Colorado Springs,CO,"Apr 26, 2024",2024-04-26,False,False
Life Time Overland Park Spring Classic Tournament,Completed,82,Overland Park,KS,"Apr 26, 2024",2024-04-26,False,False
Hub City Spring Showdown,Completed,215,Jackson,TN,"Apr 26, 2024",2024-04-26,False,False
2024 GRPC Earth Day Open Powered by Revolin Sports,Completed,496,Grand Rapids,MI,"Apr 26, 2024",2024-04-26,True,False
Life Time Green Valley Pickleball Classic,Completed,25,Henderson,NV,"Apr 26, 2024",2024-04-26,False,False
2024 Tulip Tussle at the Skagit Valley Tulip Festival by PIG,Completed,617,Mount Vernon,WA,"Apr 26, 2024",2024-04-26,True,False
Corsicana Lions Club Derrick Days Pickleball Open,Completed,51,Corsicana,TX,"Apr 26, 2024",2024-04-26,False,False
Spring Tournament 2024 LifeTime Woodbury,Completed,88,Woodbury,MN,"Apr 26, 2024",2024-04-26,False,False
Georgia Mountain Pickleball Spring Classic 2024,Completed,352,Hiawassee,GA,"Apr 26, 2024",2024-04-26,True,False
Greater Gainesville Pickleball Open,Completed,252,Gainesville,FL,"Apr 26, 2024",2024-04-26,True,False
Pickleball Showdown at The PutAway,Completed,240,Millersville,MD,"Apr 26, 2024",2024-04-26,False,False
Pickleball Veritas in the Ancient City,Completed,261,Ponte Vedra Beach,FL,"Apr 26, 2024",2024-04-26,True,False
ACES Spring Smash - Prize $$$ Tournament!,Completed,131,Cincinnati,OH,"Apr 26, 2024",2024-04-26,False,False
"""Southwest Missouri Senior Games (50+), USSP circuit 2024""",Completed,220,Springfield,MO,"Apr 25, 2024",2024-04-25,False,False
PPA Tour: Selkirk Red Rock Open,Completed,1014,St George,UT,"Apr 24, 2024",2024-04-24,True,True
Life Time Galleria Men's and Women's 50+ Doubles Tournament,Completed,25,Houston,TX,"Apr 24, 2024",2024-04-24,False,False
Life Time Classic Galleria Tournament,Completed,25,Houston,TX,"Apr 23, 2024",2024-04-23,False,False
Retriever Rally for a Cause,Completed,113,Baltimore,MD,"Apr 21, 2024",2024-04-21,False,False
TIME-OUT 24,Completed,36,Westford,MA,"Apr 21, 2024",2024-04-21,False,False
Life Time Spring Classic TEAM Tourney,Completed,44,Indianapolis,IN,"Apr 21, 2024",2024-04-21,False,False
Life Time Beaverton Spring Classic Tournament,Completed,117,Beaverton,OR,"Apr 20, 2024",2024-04-20,False,False
Carson City Spring 2024 Dinks & Drinks Tournament,Completed,183,Carson City,NV,"Apr 20, 2024",2024-04-20,False,False
Lifetime Activities' Swing-Into-Spring! Pickleball Tournament,Completed,102,Sunnyvale,CA,"Apr 20, 2024",2024-04-20,False,False
"""The """"Foster City Spring Fling Paddle Battle"""" Tourney""",Completed,118,Foster City,CA,"Apr 20, 2024",2024-04-20,False,False
Father's Heart Ministry Charity Tournament,Completed,86,Lakeland,FL,"Apr 20, 2024",2024-04-20,False,False
2024 Blazing Paddles 24 by PIG,Completed,168,Klamath Falls,OR,"Apr 20, 2024",2024-04-20,False,False
Blaze Tournament,Completed,33,Schenectady,NY,"Apr 20, 2024",2024-04-20,False,False
Laker Paddle Battle,Completed,69,Murray,KY,"Apr 20, 2024",2024-04-20,False,False
Yuba City Parks & Recreation Spring 2024 Pickleball Tournament,Completed,89,Yuba City,CA,"Apr 20, 2024",2024-04-20,False,False
Copper State Pickleball Coed Doubles Tournament - April 2024,Completed,48,Mesa,AZ,"Apr 20, 2024",2024-04-20,False,False
Life Time McKinney Classic Spring Pickleball Tournament,Completed,49,McKinney,TX,"Apr 20, 2024",2024-04-20,False,False
Dilly at the DISC 2024,Completed,41,Decatur,IL,"Apr 20, 2024",2024-04-20,False,False
Team Of Champions (DUPR under 16),Completed,1,Austin,TX,"Apr 20, 2024",2024-04-20,False,False
Life Time South Tulsa Pickleball Classic 2024,Completed,45,Tulsa,OK,"Apr 20, 2024",2024-04-20,False,False
Crazy Ape Challenge-DIP,Completed,318,farmers branch,TX,"Apr 20, 2024",2024-04-20,True,False
Bentonville Smash,Completed,25,Bentonville,AR,"Apr 20, 2024",2024-04-20,False,False
USAPB Camden Championships,Completed,34,Camden,SC,"Apr 20, 2024",2024-04-20,False,False
Life Time Spring Classic,Completed,24,Flower Mound,TX,"Apr 20, 2024",2024-04-20,False,False
BDC Spring Slam,Completed,65,Marion,IL,"Apr 20, 2024",2024-04-20,False,False
Dinkin' in the Delta,Completed,74,Greenwood,MS,"Apr 20, 2024",2024-04-20,False,False
International City Invitational presented by Chick-fil-A Warner Robins,Completed,151,Bonaire,GA,"Apr 20, 2024",2024-04-20,False,False
"""1st Annual YMCA """"It's a BIG DILL"""" Charity Pickleball Tournament""",Completed,68,Canton,GA,"Apr 20, 2024",2024-04-20,False,False
Rangers Showdown 2024 - ADPB,Completed,42,Austin,TX,"Apr 20, 2024",2024-04-20,False,False
"""Serving Up Hope Huntsville, AL Supporting Little Orange Fish""",Completed,3,Madison,AL,"Apr 20, 2024",2024-04-20,False,False
Tolm Group Foundation Scholarship Pickleball Tournament,Completed,58,Morrilton,AR,"Apr 20, 2024",2024-04-20,False,False
M4KTC Pickle 'n Stache Tourney to Benefit Crescent Cove,Completed,41,Maple Grove,MN,"Apr 20, 2024",2024-04-20,False,False
SSI Pickle Paddle Battle III,Completed,190,St. Simons Island,GA,"Apr 20, 2024",2024-04-20,False,False
Amelia Island April Pickleball Cup,Completed,43,Fernandina Beach,FL,"Apr 20, 2024",2024-04-20,False,False
2024 Pickleball Island Senior Championships,Completed,78,Grand Island,NY,"Apr 20, 2024",2024-04-20,False,False
1010 WINS Pickleball Tournament 2024,Completed,267,New York,NY,"Apr 20, 2024",2024-04-20,True,False
2nd Annual Score for Children Pickleball Fest,Completed,105,Athens,GA,"Apr 20, 2024",2024-04-20,False,False
2024 2nd Annual Beaufort Water Festival Pickleball Tournament,Completed,58,Beaufort,SC,"Apr 20, 2024",2024-04-20,False,False
Hockomock Area YMCA/SAFE Coalition Charity Pickleball Tournament,Completed,55,Franklin,MA,"Apr 20, 2024",2024-04-20,False,False
Sizzlin Singles 2024 at Oakleaf,Completed,30,Orange Park,FL,"Apr 20, 2024",2024-04-20,False,False
Giammalva Pickleball Tournament,Completed,25,Houston,TX,"Apr 20, 2024",2024-04-20,False,False
Fusion Sports Pickleball Classic,Completed,25,Lowell,MI,"Apr 20, 2024",2024-04-20,False,False
Moorestown Spring Fling Slam,Completed,120,Moorestown,NJ,"Apr 20, 2024",2024-04-20,False,False
Life Time Palm Valley Pickleball Classic Tournament,Completed,30,Goodyear,AZ,"Apr 20, 2024",2024-04-20,False,False
Life Time Lake Zurich Spring Classic Tournament,Completed,84,Lake Zurich,IL,"Apr 19, 2024",2024-04-19,False,False
Loyola Flyer Alumni Association Pickleball Tournament,Completed,69,Shreveport,LA,"Apr 19, 2024",2024-04-19,False,False
"""Partly Sunny """"Spring Swing""""""",Completed,62,Homewood,IL,"Apr 19, 2024",2024-04-19,False,False
FBCMI Spring Fling,Completed,50,Mount Ida,AR,"Apr 19, 2024",2024-04-19,False,False
Life Time Old Orchard Spring Classic,Completed,43,Skokie,IL,"Apr 19, 2024",2024-04-19,False,False
Life Time 281 Pickleball Classic Tournament,Completed,72,San Antonio,TX,"Apr 19, 2024",2024-04-19,False,False
Life Time Berkeley Heights Spring Classic Tournament,Completed,53,Berkeley Heights,NJ,"Apr 19, 2024",2024-04-19,False,False
Life Time Fort Washington Spring Classic Tournament,Completed,56,Fort Washington,PA,"Apr 19, 2024",2024-04-19,False,False
Dink Cincy: The Queen City's Pickleball Championship,Completed,301,Cincinnati,OH,"Apr 19, 2024",2024-04-19,True,False
"""Life Time Pickleball Classic, Vestavia Hills, AL""",Completed,92,Vestavia,AL,"Apr 19, 2024",2024-04-19,False,False
Spring Classic - Troy Life Time,Completed,136,Troy,MI,"Apr 19, 2024",2024-04-19,False,False
Hanford Battle Royale VI - powered by WinBy2 Pickleball,Completed,112,Hanford,CA,"Apr 19, 2024",2024-04-19,False,False
2024 Spring Classic @Gilbert Regional Park - USSP & ALL AGES by PIG,Completed,83,Gilbert,AZ,"Apr 19, 2024",2024-04-19,False,False
Armory Pickleball Sun Seeker Tournament (Bellingham),Completed,112,Bellingham,WA,"Apr 19, 2024",2024-04-19,False,False
Life Time Bloomingdale Spring Classic,Completed,126,Bloomingdale,IL,"Apr 19, 2024",2024-04-19,False,False
Polo Spring Swing,Completed,70,Austin,TX,"Apr 19, 2024",2024-04-19,False,False
Spring Paddle Battle (Now with 50+ Age Brackets),Completed,119,Livonia,MI,"Apr 19, 2024",2024-04-19,False,False
Asheville Spring Fling!,Completed,122,Asheville,NC,"Apr 19, 2024",2024-04-19,False,False
Life Time Cinco Ranch Classic Pickleball Tournament,Completed,122,Katy,TX,"Apr 19, 2024",2024-04-19,False,False
Life Time Missouri City Spring Classic Tournament,Completed,101,Missouri City,TX,"Apr 18, 2024",2024-04-18,False,False
2024 Spring Pickleball Classic Tournament,Completed,163,Sterling,VA,"Apr 18, 2024",2024-04-18,False,False
Life Time Gaithersburg Spring Classic Tournament ~ April 18-21,Completed,80,Gaithersburg,MD,"Apr 18, 2024",2024-04-18,False,False
Test Mixer,Completed,25,Houston,TX,"Apr 17, 2024",2024-04-17,False,False
PPA Tour: Veolia LA Open,Completed,983,Fountain Valley,CA,"Apr 17, 2024",2024-04-17,True,True
USA Pickleball Golden Ticket - The Path to Nationals - Vegas driven by Fortune Tires,Completed,1002,Las Vegas,NV,"Apr 15, 2024",2024-04-15,True,False
Smash Cancer with Jen Aubrey,Completed,34,Hillsborough,NC,"Apr 13, 2024",2024-04-13,False,False
Life Time Burlington Spring Classic '24,Completed,134,Burlington,MA,"Apr 13, 2024",2024-04-13,False,False
Assistance League Charity Tournament 2024,Completed,102,Las Vegas,NV,"Apr 13, 2024",2024-04-13,False,False
West Meade Challengers Cup,Completed,25,Nashville,TN,"Apr 13, 2024",2024-04-13,False,False
SPRING FLING!,Completed,212,Glendale,AZ,"Apr 13, 2024",2024-04-13,False,False
2024 Awesome Blossom Pickleball Tournament by PIG,Completed,190,Wenatchee,WA,"Apr 13, 2024",2024-04-13,False,False
2024 GO. ALL. OUT. Pickleball Championships Presented By Head Pickleball,Completed,181,Johnson City,TN,"Apr 13, 2024",2024-04-13,False,False
2nd ANNUAL CASA DOUBLES TOURNAMENT,Completed,56,El Dorado,AR,"Apr 13, 2024",2024-04-13,False,False
Battle of the,Completed,25,Surprise,AZ,"Apr 13, 2024",2024-04-13,False,False
Life Time Pickleball Classic,Completed,1,Minneapolis,MN,"Apr 13, 2024",2024-04-13,False,False
Lake Geneva Spring Break Battle Round Robin,Completed,160,Lake Geneva,WI,"Apr 13, 2024",2024-04-13,False,False
002 Lone Star Shootout,Completed,262,Waco,TX,"Apr 13, 2024",2024-04-13,True,False
Catamount Pickleball Spring Classic,Completed,52,South Burlington,VT,"Apr 13, 2024",2024-04-13,False,False
National Tournament Eagan Lifetime,Completed,91,Eagan,MN,"Apr 13, 2024",2024-04-13,False,False
Life Time Des Moines Spring Classic Tournament,Completed,75,Urbandale,IA,"Apr 13, 2024",2024-04-13,False,False
2024 Fostering The Family Charity Pickleball Tournament (Registration Link in Description),Completed,25,Williamston,SC,"Apr 13, 2024",2024-04-13,False,False
USAPB Sedge Garden Open,Completed,23,Winston Salem,NC,"Apr 13, 2024",2024-04-13,False,False
River Valley Paddle Battle - Spring 2024 (hosted by CT Pickleball),Completed,225,Winona,MN,"Apr 13, 2024",2024-04-13,False,False
Pickleball Classic Tournament,Completed,63,Dublin,OH,"Apr 13, 2024",2024-04-13,False,False
Rolling Hills Open,Completed,31,Clermont,FL,"Apr 13, 2024",2024-04-13,False,False
Life Time Algonquin Spring Classic,Completed,25,Algonquin,IL,"Apr 13, 2024",2024-04-13,False,False
Minto US Open Pickleball Championships,Completed,3074,Naples,FL,"Apr 13, 2024",2024-04-13,True,True
Serve to Serve White County 4-H Tournament,Completed,167,Cleveland,GA,"Apr 13, 2024",2024-04-13,False,False
$$ Spring Fling at MatchPoint $$,Completed,38,Goshen,NY,"Apr 13, 2024",2024-04-13,False,False
Spring Pickleball Classic,Completed,44,Bloomington,MN,"Apr 13, 2024",2024-04-13,False,False
Spring Fling Pickleball Tournament,Completed,62,Lakewood,NY,"Apr 13, 2024",2024-04-13,False,False
Caregiver Companion Pickleball Fundraiser,Completed,57,Lafayette,IN,"Apr 13, 2024",2024-04-13,False,False
SoFlo Fil-Am Pickleball Tournament,Completed,92,Palm Beach Gardens,FL,"Apr 13, 2024",2024-04-13,False,False
1 Day Only - Pinwheels for Prevention Charity event,Completed,41,Brooksville,FL,"Apr 13, 2024",2024-04-13,False,False
Pickleball Benefit Tournament,Completed,25,Springfield,IL,"Apr 13, 2024",2024-04-13,False,False
Spring Challenge Tournament,Completed,26,Rome,GA,"Apr 13, 2024",2024-04-13,False,False
Glow in the Dark,Completed,8,Hammond,LA,"Apr 13, 2024",2024-04-13,False,False
LIFE TIME NORTH SCOTTSDALE SPRING CLASSIC,Completed,26,Phoenix,AZ,"Apr 13, 2024",2024-04-13,False,False
Pickleball for A Purpose Crazy 8,Completed,15,Urbandale,IA,"Apr 12, 2024",2024-04-12,False,False
4th Annual Guthrie Creek Open,Completed,92,Longview,TX,"Apr 12, 2024",2024-04-12,False,False
"""Woodlands """"BROKEN BUBBLE"""" Classic""",Completed,169,Falmouth,ME,"Apr 12, 2024",2024-04-12,False,False
Gator Pickleball Palooza,Completed,191,Gainesville,FL,"Apr 12, 2024",2024-04-12,False,False
Hattiesburg Pickleball Classic,Completed,290,Hattiesburg,MS,"Apr 12, 2024",2024-04-12,True,False
Charlotte Life Time Pickleball Classic April 12 - April 14 2024,Completed,53,Charlotte,NC,"Apr 12, 2024",2024-04-12,False,False
Serving HOPE,Completed,120,Beaumont,TX,"Apr 12, 2024",2024-04-12,False,False
2nd Annual Johns Hopkins Children's Center Pickleball Tournament 2024,Completed,172,Pikesville,MD,"Apr 12, 2024",2024-04-12,False,False
Baird Private Wealth West Kentucky Pickleball Tournament,Completed,163,West Paducah,KY,"Apr 12, 2024",2024-04-12,False,False
Bent Creek Pickleball Open Indoor Championships,Completed,143,Lititz,PA,"Apr 12, 2024",2024-04-12,False,False
Life Time Classic,Completed,25,Champlin,MN,"Apr 12, 2024",2024-04-12,False,False
All Stars Spring DUPR Tournament,Completed,125,Concord,NH,"Apr 12, 2024",2024-04-12,False,False
"""Masons Mill Open 2024, a Pickleball is Life Tournament""",Completed,285,Huntingdon Valley,PA,"Apr 12, 2024",2024-04-12,True,False
Life Time Johns Creek Spring Classic Tournament,Completed,25,Johns Creek,GA,"Apr 12, 2024",2024-04-12,False,False
2024 April NW PIG Chase by PIG,Completed,233,Clackamas,OR,"Apr 12, 2024",2024-04-12,False,False
In-Shape's Stacey Strong Charity Tournament,Completed,112,Stockton,CA,"Apr 12, 2024",2024-04-12,False,False
Life Time Folsom Spring Classic Tournament,Completed,94,Folsom,CA,"Apr 12, 2024",2024-04-12,False,False
Pacific Indoor Classic,Completed,186,Kennewick,WA,"Apr 12, 2024",2024-04-12,False,False
Alabama Senior Olympics - 2024,Completed,410,Opelika,AL,"Apr 12, 2024",2024-04-12,True,False
Texas 4-H Center 50th Birthday Bash Pickleball Fundraiser Tournament,Completed,25,Brownwood,TX,"Apr 12, 2024",2024-04-12,False,False
6th Annual Pickleball for a Purpose,Completed,9,Urbandale,IA,"Apr 12, 2024",2024-04-12,False,False
Ladybug Classic - Presented by Coca-Cola Consolidated,Completed,388,Henrico,VA,"Apr 12, 2024",2024-04-12,True,False
2024 Quad States Senior Open - a USSP Circuit Event,Completed,248,Denton,TX,"Apr 12, 2024",2024-04-12,False,False
2024 DOC HOLLIDAY SHOOTOUT PICKLEBALL TOURNAMENT,Completed,308,Griffin - Wyomia Tyus Olympic Park,GA,"Apr 12, 2024",2024-04-12,True,False
Greencroft Pickleball Open,Completed,25,Charlottesville,VA,"Apr 12, 2024",2024-04-12,False,False
Wine Country Pickleball for All Spring Classic,Completed,450,Santa Rosa,CA,"Apr 11, 2024",2024-04-11,True,False
Life Time Spring Classic April 11- April 13,Completed,57,Alpharetta,GA,"Apr 10, 2024",2024-04-10,False,False
PPA Tour: Veolia Houston Open,Completed,686,Atascocita,TX,"Apr 10, 2024",2024-04-10,True,True
First Responders Battle of the Paddles,Completed,25,Coral Springs,FL,"Apr 10, 2024",2024-04-10,False,False
2024 Cowtown Senior Open Series (2) - a USSP Circuit Event,Completed,137,Fort Worth,TX,"Apr 9, 2024",2024-04-09,False,False
Paddle at the Beach Spring Splash 2024,Completed,25,North Myrtle Beach,SC,"Apr 9, 2024",2024-04-09,False,False
JMU Pickleball Tournament,Completed,7,Harrisonburg,VA,"Apr 8, 2024",2024-04-08,False,False
Life Time Plano Spring Classic Tournament (Members Only),Completed,20,Plano,TX,"Apr 7, 2024",2024-04-07,False,False
Brevard Ballers Cash Cup,Completed,34,Rockledge,FL,"Apr 7, 2024",2024-04-07,False,False
Pilots Pickleball for a Purpose 2024,Completed,24,Bronx,NY,"Apr 7, 2024",2024-04-07,False,False
Life Time Garden City Tournament,Completed,70,Garden City,NY,"Apr 6, 2024",2024-04-06,False,False
CRUSH Pickleball Hawaii President's Cup,Completed,25,Ewa Beach,HI,"Apr 6, 2024",2024-04-06,False,False
Battle of the Paddle 2,Completed,64,Baker City,OR,"Apr 6, 2024",2024-04-06,False,False
Sierra Sport & Racquet Club Spring Fling Social Pickleball Tournament 2024,Completed,133,Fresno,CA,"Apr 6, 2024",2024-04-06,False,False
On Court Adventures 1 Day Mixed Doubles Tournament at Gene Autry,Completed,111,Mesa,AZ,"Apr 6, 2024",2024-04-06,False,False
Life Time Frontenac Spring Classic Tournament,Completed,41,Frontenac,MO,"Apr 6, 2024",2024-04-06,False,False
Weekend Warriors,Completed,50,St Louis Park,MN,"Apr 6, 2024",2024-04-06,False,False
Miss Mississippi Pickleball Tournament,Completed,64,Vicksburg,MS,"Apr 6, 2024",2024-04-06,False,False
USAPB Midwest Championships,Completed,5,Independence,MO,"Apr 6, 2024",2024-04-06,False,False
3rd Annual Dink for a Cure Pickleball Tournament,Completed,281,San Antonio,TX,"Apr 6, 2024",2024-04-06,True,False
Life Time Fridley Spring Classic Tournament,Completed,68,Fridley,MN,"Apr 6, 2024",2024-04-06,False,False
NALZS Pickleball Tournament 2024,Completed,119,Athens,AL,"Apr 6, 2024",2024-04-06,False,False
NextGen Advisory Council Pickleball Tournament,Completed,72,Macon Indoor Pickleball Facility,GA,"Apr 6, 2024",2024-04-06,False,False
Life Time Boca Raton Pickleball Tournament,Completed,25,Boca Raton,FL,"Apr 6, 2024",2024-04-06,False,False
Tunnel to Towers Tennis-Pickleball-Golf Tampa Bay,Completed,191,Oldsmar,FL,"Apr 6, 2024",2024-04-06,False,False
Sea Colony Spring Fling tournament APRIL 6 & 7,Completed,93,Bethany Beach,DE,"Apr 6, 2024",2024-04-06,False,False
"""LIFE TIME PICKLEBALL CLASSIC-KING OF PRUSSIA, PA""",Completed,51,Wayne,PA,"Apr 6, 2024",2024-04-06,False,False
Blaze Spring Fling Contest,Completed,124,Guilford,CT,"Apr 6, 2024",2024-04-06,False,False
Capital City Spring Smash,Completed,86,Frankfort,KY,"Apr 6, 2024",2024-04-06,False,False
HOPEN its OPEN - presented by MOR SPORTS Group,Completed,242,Estero,FL,"Apr 6, 2024",2024-04-06,False,False
St. Louis Classic,Completed,25,Fenton,MO,"Apr 6, 2024",2024-04-06,False,False
23Kitchens Fling into Spring Pickleball Tournament,Completed,171,Lacey,WA,"Apr 5, 2024",2024-04-05,False,False
Life Time Eden Prairie Athletic Spring Classic Tournament,Completed,12,Eden Prairie,MN,"Apr 5, 2024",2024-04-05,False,False
Centennial Life Time Pickleball Spring Classic,Completed,124,Centennial,CO,"Apr 5, 2024",2024-04-05,False,False
Phoenix Glow In The Dark Tournament,Completed,11,Orange Park,FL,"Apr 5, 2024",2024-04-05,False,False
The Bentwood Bash 2024,Completed,112,San Angelo,TX,"Apr 5, 2024",2024-04-05,False,False
Life Time Kingwood Shootout (Prep for PPA),Completed,25,Atascocita,TX,"Apr 5, 2024",2024-04-05,False,False
Life Time Spring Classic Tournament,Completed,107,Novi,MI,"Apr 5, 2024",2024-04-05,False,False
Dominion Dink Off,Completed,149,Norfolk,VA,"Apr 5, 2024",2024-04-05,False,False
Monterey Bay Pickleball Challenger @ Hyatt Regency Monterey,Completed,216,Monterey,CA,"Apr 5, 2024",2024-04-05,False,False
Evangel Valor Gold Mechanical Pickleball Tournament,Completed,183,Springfield,MO,"Apr 5, 2024",2024-04-05,False,False
"""Pickle Juice """"The 2024 Spring Open"""" Round Robin Tournament""",Completed,146,Ventnor City,NJ,"Apr 5, 2024",2024-04-05,False,False
2024 Avera Pickleball Classic,Completed,253,Sioux Falls,SD,"Apr 5, 2024",2024-04-05,True,False
Golden Gate Pickleball Club - Presents Phoenix Rising,Completed,257,Concord,CA,"Apr 5, 2024",2024-04-05,True,False
Savannah Open,Completed,196,Savannah,GA,"Apr 5, 2024",2024-04-05,False,False
2nd Annual Mid-Atlantic Senior Open at Pickleballerz,Completed,228,Chantilly,VA,"Apr 5, 2024",2024-04-05,False,False
"""Low Country Pickleball Classic in Hardeeville, Sponsored by Hilton Head Regional Healthcare""",Completed,412,Hardeeville,SC,"Apr 5, 2024",2024-04-05,True,False
ERA's Houston Spring Clash,Completed,418,The Woodlands,TX,"Apr 4, 2024",2024-04-04,True,False
Life Time Spring Classic,Completed,34,Westwood,MA,"Apr 4, 2024",2024-04-04,False,False
"""Life Time Reston Spring Classic Tournament ~ April 4-7, 2024""",Completed,91,Reston,VA,"Apr 4, 2024",2024-04-04,False,False
Hope Open,Completed,69,Tyler,TX,"Apr 4, 2024",2024-04-04,False,False
5th Annual Oro Valley Rocks Pickleball Showdown,Completed,118,Oro Valley,AZ,"Apr 4, 2024",2024-04-04,False,False
Life Time MetroWest-Boston Spring Classic Tournament,Completed,103,Framingham,MA,"Apr 3, 2024",2024-04-03,False,False
USA Pickleball Golden Ticket - The Path to Nationals - Mesa Presented by Lerner & Rowe,Completed,1254,Mesa,AZ,"Apr 3, 2024",2024-04-03,True,False
APP Tour: Vlasic Classic - Delray Beach,Completed,780,Delray,FL,"Apr 3, 2024",2024-04-03,True,False
2024 Horseshoe Bay Resort Senior Spring Open - a USSP Circuit Event,Completed,209,Horseshoe Bay,TX,"Apr 2, 2024",2024-04-02,False,False
PPA Tour: North Carolina Cup,Completed,798,Cary,NC,"Apr 1, 2024",2024-04-01,True,True
April Fools'/Easter Round Robin,Completed,25,Palm Desert,CA,"Mar 31, 2024",2024-03-31,False,False
Spring Break Slam,Completed,70,St Louis Park,MN,"Mar 30, 2024",2024-03-30,False,False
Life Time Pickleball Tournament,Completed,42,San Antonio,TX,"Mar 30, 2024",2024-03-30,False,False
Life Time Galleria Doubles Tournament,Completed,89,Houston,TX,"Mar 30, 2024",2024-03-30,False,False
Bluebonnet Open 2024 - ADPB,Completed,132,Austin,TX,"Mar 30, 2024",2024-03-30,False,False
April Fools Team Tournament,Completed,10,Bloomington,MN,"Mar 30, 2024",2024-03-30,False,False
DUPR 7s,Completed,56,Missouri City,TX,"Mar 30, 2024",2024-03-30,False,False
SebastianStrong Pickleball Classic,Completed,118,Miami Gardens,FL,"Mar 30, 2024",2024-03-30,False,False
MBT Pictona,Completed,20,Holly Hill,FL,"Mar 30, 2024",2024-03-30,False,False
Pickling w/my Peeps Easter Tourney,Completed,61,Gray,GA,"Mar 29, 2024",2024-03-29,False,False
Volli's Spring Fling $$$,Completed,182,Bellingham,WA,"Mar 29, 2024",2024-03-29,False,False
Midwest Indoor Championships,Completed,332,Grand Rapids,MI,"Mar 29, 2024",2024-03-29,True,False
2024 Alabama Open,Completed,305,Clay,AL,"Mar 28, 2024",2024-03-28,True,False
March SNR (50+) Women's and Men's RR,Completed,108,Opelika,AL,"Mar 27, 2024",2024-03-27,False,False
2024 March More Bang for the Buck! @ Arizona Athletic Grounds - USSP Event by PIG,Completed,61,Mesa,AZ,"Mar 26, 2024",2024-03-26,False,False
4th Annual Wickenburg Ranch Round Up,Completed,167,Wickenburg,AZ,"Mar 26, 2024",2024-03-26,False,False
Life Time Fort Washington March Madness Singles Tournament,Completed,18,Fort Washington,PA,"Mar 24, 2024",2024-03-24,False,False
Life Time Johns Creek Beginner Bonanza Tournament,Completed,3,Johns Creek,GA,"Mar 24, 2024",2024-03-24,False,False
4.5+ Spring Tournament,Completed,16,Burlington,MA,"Mar 24, 2024",2024-03-24,False,False
March Madness Mixed,Completed,60,Old saybrook,CT,"Mar 23, 2024",2024-03-23,False,False
St. Paddy Pickleball Weekend,Completed,30,McKinney,TX,"Mar 23, 2024",2024-03-23,False,False
2024 March CA PIG Chase,Completed,25,Soquel,CA,"Mar 23, 2024",2024-03-23,False,False
ERA's Tournament of Champions (S03),Completed,64,The Woodlands,TX,"Mar 23, 2024",2024-03-23,False,False
